name,state_abbr,lat,long,pop_estimate_2022,county_fips,division,full_name,place_fips,sum_lev,lsadc,display_name,address,url,highest_score,contact_place_id
Portsmouth,VA,36.8593388,-76.3569725,97915,,5,Portsmouth city,64000,160,25,City of Portsmouth,"801 Crawford St, Portsmouth, VA 23704, USA",http://www.portsmouthva.gov,0.7297297297297297,6542a356a129cb65b87aedda
Aberdeen,MD,39.5158557,-76.17018,16254,,5,Aberdeen city,125,160,25,City of Aberdeen,"60 N Parke St A, Aberdeen, MD 21001, USA",https://www.aberdeenmd.gov/,0.7297297297297297,6542a2e8a129cb65b87a0009
Berry,AL,33.6667018,-87.609311,1216,,6,Berry town,5932,160,43,Town of Berry,"30 School Ave, Berry, AL 35546, USA",http://townofberryalabama.org,0.935483870967742,6542a302a129cb65b87a2fcc
Castleberry,AL,31.2996776,-87.0291292,486,,6,Castleberry town,12496,160,43,Town of Castleberry,"1738 E Cleveland Ave, Castleberry, AL 36432, USA",http://townofberryalabama.org,0.935483870967742,6542a302a129cb65b87a2fcc
Mauldin,SC,34.7806465,-82.3049525,24724,,5,Mauldin city,45115,160,25,City of Mauldin,"5 E Butler Rd, Mauldin, SC 29662, USA",https://cityofmauldin.org/,0.7692307692307692,6542a2eca129cb65b87a083e
Wrangell School District,AK,56.3153069,-132.3431702,264,,9,Wrangell School District,810,970,0,Wrangell School District,"350 Bennett St, Wrangell, AK, 99929",http://www.wpsd.us/,0.736842105263158,6542a34ca129cb65b87ad6d5
Southside,AL,33.8908407,-86.0180201,9426,,6,Southside city,71832,160,25,City of Southside,"2255 AL-77, Southside, AL 35907, USA",https://cityofsouthside.com,0.7037037037037037,65a603f5c769fa16f659146e
Hartselle City School District,AL,34.4397934,-86.9389027,3638,,6,Hartselle City School District,1730,970,0,Hartselle City School District,"305 College St NE, Hartselle, AL, 35640",https://www.hartselletigers.org/,0.8,65a603f5c769fa16f65914fc
Boone,AR,36.3042991,-93.0792364,37373,9,7,Boone County,,50,6,Boone County,"100 N Main St, Harrison, AR 72601, USA",https://www.boonecountyar.com,0.7631578947368421,65a603f5c769fa16f6591505
The Bishops School,ca,,,,,,The Bishops School,,360,,The Bishops School,,https://www.bishops.com,0.76,6542a36da129cb65b87b2b85
Scottsboro,AL,34.6446199,-86.0481547,15578,,6,Scottsboro city,68736,160,25,City of Scottsboro,"316 S Broad St, Scottsboro, AL 35768, USA",https://cityofscottsboro.com/,0.7241379310344828,65a603f5c769fa16f6591495
Richmond,GA,33.3614863,-82.0749982,206607,245,5,Richmond County,,50,6,Richmond County,"2830 Central Ave, Augusta, GA 30909, USA",https://www.augustaga.gov,0.8620689655172413,6542a2eca129cb65b87a0b64
Fairfield,AL,33.4747785,-86.9194129,10000,,6,Fairfield city,25120,160,25,City of Fairfield,"4701 Gary Ave, Fairfield, AL 35064, USA",https://cityoffairfieldal.org/,0.75,6542a31ca129cb65b87a6e5e
Foley,AL,30.3970092,-87.6642111,20335,,6,Foley city,26992,160,25,City of Foley,"407 E Laurel Ave, Foley, AL 36535, USA",https://cityoffoley.org,0.8214285714285714,6542a31da129cb65b87a7307
Kershaw,SC,34.3383561,-80.5908847,65403,55,5,Kershaw County,,50,6,Kershaw County,"515 Walnut St, Camden, SC 29020, USA",http://www.kershaw.sc.gov/,0.8076923076923077,6542a2e8a129cb65b87a03af
Napa,CA,38.2978718,-122.3007407,79246,,9,Napa city,50258,160,25,City of Napa,"955 School St, Napa, CA 94559, USA",http://www.cityofnapa.org/,0.7857142857142857,6542a322a129cb65b87a84a8
Kodiak Island,AK,57.7044003,-153.9183721,13101,150,9,Kodiak Island Borough,,50,4,Kodiak Island Borough,"710 Mill Bay Rd, Kodiak, AK 99615, USA",http://www.kodiakak.us/,0.6666666666666667,65a603f5c769fa16f6591295
Bono,AR,35.9111018,-90.8008215,2409,,7,Bono city,7630,160,25,City of Bono,"241 E College St, Bono, AR 72416, USA",http://bonoar.com/,0.9473684210526316,65a603f5c769fa16f659158c
American Canyon,CA,38.1790331,-122.2596023,21837,,9,American Canyon city,1640,160,25,City of American Canyon,"4381 Broadway, American Canyon, CA 94503, USA",https://www.americancanyon.gov,0.6666666666666667,6542a2eaa129cb65b87a0516
Ankeny,IA,41.728724,-93.6025211,67887,,4,Ankeny city,2305,160,25,City of Ankeny,"410 W 1st St, Ankeny, IA 50023, USA",http://www.ankenyiowa.gov,0.6578947368421053,6542a2eaa129cb65b87a067c
Boston,MA,42.3385513,-71.018253,675647,,1,Boston city,7000,160,25,City of Boston,"1 City Hall Square, Boston, MA 02201, USA",https://www.boston.gov/,0.7692307692307692,6542a337a129cb65b87ab24e
Brighton,MI,42.5297049,-83.7845453,7446,,3,Brighton city,10620,160,25,City of Brighton,"200 N 1st St, Brighton, MI 48116, USA",http://www.brightoncity.org/,0.6428571428571428,6542a306a129cb65b87a389d
Douglas,GA,33.7012421,-84.7673139,144237,97,5,Douglas County,,50,6,Douglas County,"8700 Hospital Dr, Douglasville, GA 30134, USA",https://www.douglascountyga.gov/,0.8205128205128205,6542a316a129cb65b87a603e
Tega Cay,SC,35.0345759,-81.0167196,12832,,5,Tega Cay city,71417,160,25,City of Tega Cay,"7725 Tega Cay Dr, Tega Cay, SC 29708, USA",https://www.tegacaysc.org/,0.6923076923076923,6542a323a129cb65b87a85bf
Kenai Peninsula Borough School District,AK,60.1631478,-151.1125558,8528,,9,Kenai Peninsula Borough School District,390,970,0,Kenai Peninsula Borough School District,"148 N Binkley St, Soldotna, AK, 99669",https://kpbsd.org/,0.6666666666666667,65a603f5c769fa16f65914ca
Houston,AL,31.1581831,-85.2964111,107202,69,6,Houston County,,50,6,Houston County,"462 N Oates St, Dothan, AL 36303, USA",https://houstoncountyal.gov,0.7777777777777778,65a603f5c769fa16f65912df
Bedford,VA,37.3122568,-79.5272234,79462,19,5,Bedford County,,50,6,Bedford County,,http://www.bedfordcountyva.gov,0.71875,6542a322a129cb65b87a8270
Campbell,VA,37.2101515,-79.0954282,55696,31,5,Campbell County,,50,6,Campbell County,,https://www.co.campbell.va.us/,0.6333333333333333,6542a30ba129cb65b87a40d4
Craig,VA,37.4736031,-80.2310507,4892,45,5,Craig County,,50,6,Craig County,,http://craigcountyva.gov,0.75,6542a313a129cb65b87a55b2
Evanston,IL,42.0463909,-87.6943525,78110,,3,Evanston city,24582,160,25,City of Evanston,"2100 Ridge Ave, Evanston, IL 60201, USA",http://www.cityofevanston.org/,0.7058823529411764,6542a35fa129cb65b87b0dda
Tooele,UT,40.4677525,-113.1239786,72698,45,8,Tooele County,,50,6,Tooele County,"47 S Main St, Tooele, UT 84074, USA",https://tooeleco.gov,0.65,6542a30ba129cb65b87a3f9e
Wake,NC,35.7898464,-78.650624,1129410,183,5,Wake County,,50,6,Wake County,"301 S McDowell St 4th floor, Raleigh, NC 27601, USA",https://www.wake.gov/,0.8571428571428572,6542a30ba129cb65b87a3f9e
Fauquier,VA,38.7440956,-77.8215005,72972,61,5,Fauquier County,,50,6,Fauquier County,"10 Hotel St, Warrenton, VA 20186, USA",http://www.fauquiercounty.gov,0.7419354838709677,6542a35ba129cb65b87affdd
Haleyville City School District,AL,34.2304639,-87.6097358,1644,,6,Haleyville City School District,1720,970,0,Haleyville City School District,"2011 20th St, Haleyville, AL, 35565",https://www.haley-k12.us/,1.0,65a603f5c769fa16f65914fb
Chicot,AR,33.2671393,-91.2971578,10208,17,7,Chicot County,,50,6,Chicot County,"108 Main St #2, Lake Village, AR 71653, USA",https://www.arcounties.org/counties/chicot/,1.0,65a603f5c769fa16f6591509
Andalusia City School District,AL,31.3094906,-86.4755961,1871,,6,Andalusia City School District,60,970,0,Andalusia City School District,"1201 C C Baker Avenue, Andalusia, AL, 36421",https://andalusiacityschools.schoolinsites.com/,0.8245614035087719,65a603f5c769fa16f6591563
Salt Lake City,UT,40.7769281,-111.9309915,199723,,8,Salt Lake City city,67000,160,25,City of Salt Lake City,"451 S State St, Salt Lake City, UT 84111, USA",https://www.slc.gov/,0.85,6542a30ba129cb65b87a3f9e
Bering Strait School District,AK,64.6939629,-164.2622162,1830,,9,Bering Strait School District,20,970,0,Bering Strait School District,"225 Main St, Unalakleet, AK, 99684",https://www.bssd.org/,0.8571428571428572,65a603f5c769fa16f65914ca
Hoover City School District,AL,33.3853186,-86.802373,13557,,6,Hoover City School District,7,970,0,Hoover City School District,"2810 Metropolitan Way, Hoover, AL, 35243",https://www.hoovercityschools.net/,0.8292682926829268,65a603f5c769fa16f65914c1
Leeds City School District,AL,33.5457112,-86.5560966,2223,,6,Leeds City School District,11,970,0,Leeds City School District,"1517 Hurst Avenue, Leeds, AL, 35094",https://www.leedsk12.org/,0.7586206896551724,65a603f5c769fa16f6591552
Cleveland,AR,33.8932006,-92.1887141,7550,25,7,Cleveland County,,50,6,Cleveland County,,https://local.arkansas.gov,0.8571428571428572,65a603f5c769fa16f6591531
Anacortes,WA,48.4887249,-122.62398,17637,,9,Anacortes city,1990,160,25,City of Anacortes,"904 6th St, Anacortes, WA 98221, USA",https://www.cityofanacortes.org/,0.8,6542a2eaa129cb65b87a05c5
Dale County School District,AL,31.430169,-85.5550603,3270,,6,Dale County School District,1050,970,0,Dale County School District,"202 S Hwy 123 Suite E, Ozark, AL, 36360",https://www.dalecountyboe.org/,0.9090909090909091,65a603f5c769fa16f65914e4
Horseshoe Bend,AR,36.2187259,-91.7383236,2440,,7,Horseshoe Bend city,33370,160,25,City of Horseshoe Bend,"704 Commerce St, Horseshoe Bend, AR 72512, USA",https://www.horseshoebend.org/,0.6976744186046512,65a603f5c769fa16f6591639
Abbeville,AL,31.564724,-85.2591227,2358,,6,Abbeville city,124,160,25,City of Abbeville,"101 E Washington St, Abbeville, AL 36310, USA",https://cityofabbeville.org,0.8571428571428572,6542a2e8a129cb65b879fff2
Warren,OH,39.4256625,-84.1699402,242337,165,3,Warren County,,50,6,Warren County,,https://www.co.warren.oh.us/,0.717948717948718,6542a2f9a129cb65b87a260b
Blacksburg,VA,37.2312641,-80.4267452,44826,,5,Blacksburg town,7784,160,43,Town of Blacksburg,"300 S Main St, Blacksburg, VA 24060, USA",https://www.blacksburg.gov,0.7096774193548387,6542a371a129cb65b87b362e
Culpeper,VA,38.4859303,-77.9564758,52552,47,5,Culpeper County,,50,6,Culpeper County,"1014 S Main St, Culpeper, VA 22701, USA",https://web.culpepercounty.gov/,0.8857142857142857,6542a314a129cb65b87a57db
Farmville,VA,37.2961154,-78.4004468,7473,,5,Farmville town,27440,160,43,Town of Farmville,"116 N Main St, Farmville, VA 23901, USA",http://www.FarmvilleVA.com,0.6363636363636364,6542a358a129cb65b87af416
Fenton,MI,42.8302525,-83.7517388,16843,49,3,Fenton charter township,27780,60,49,Charter Township of Fenton,"16199 Grandview Dr, Fenton, MI 48430, USA",https://www.fentontownship.org/,0.8611111111111112,6542a31ca129cb65b87a70f2
Fairbanks North Star,AK,64.6760436,-146.5481586,95655,90,9,Fairbanks North Star Borough,,50,4,Fairbanks North Star Borough,,https://www.fnsb.gov/,0.8095238095238095,6542a30ba129cb65b87a3f9e
Lower Yukon School District,AK,62.2638959,-163.9540226,2035,,9,Lower Yukon School District,3,970,0,Lower Yukon School District,"100 Airport Rd, Mountain Village, AK, 99632",http://www.lysd.org/,0.7692307692307692,65a603f5c769fa16f6591274
Lanett,AL,32.8577677,-85.2077611,6970,,6,Lanett city,41296,160,25,City of Lanett,"401 N Lanier Ave, Lanett, AL 36863, USA",http://www.cityoflanett.com,0.7777777777777778,65a603f5c769fa16f6591445
Millbrook,AL,32.5014739,-86.3739136,16564,,6,Millbrook city,48712,160,25,City of Millbrook,,https://cityofmillbrook.org/,0.75,6542a2eca129cb65b87a083e
Baldwin,AL,30.6592183,-87.7460666,231767,3,6,Baldwin County,,50,6,Baldwin County,"Foley, AL 36535, USA",http://www.baldwincountyal.gov/,0.75,6542a323a129cb65b87a86b6
Akron,OH,41.0804559,-81.5214295,190469,,3,Akron city,1000,160,25,City of Akron,"166 S High St, Akron, OH 44308, USA",http://www.akronohio.gov/,0.76,6542a34fa129cb65b87adb62
Chesterfield,VA,37.3784338,-77.5858474,364548,41,5,Chesterfield County,,50,6,Chesterfield County,"9901 Lori Rd, Chesterfield, VA 23832, USA",http://www.chesterfield.gov/,0.7,6542a30ea129cb65b87a4984
Eufaula,AL,31.9099374,-85.1527087,12882,,6,Eufaula city,24568,160,25,City of Eufaula,"205 E Barbour St, Eufaula, AL 36027, USA",https://www.eufaulaalabama.com/,0.7096774193548387,6542a2e8a129cb65b87a01bd
Indianapolis,IN,39.7766644,-86.1459355,887642,,3,Indianapolis city (balance),36003,160,,City of Indianapolis (balance),"200 E Washington St G30, Indianapolis, IN 46204, USA",http://www.indy.gov/,0.7727272727272727,6542a2e8a129cb65b87a03af
Cleburne County School District,AL,33.6423072,-85.501768,2507,,6,Cleburne County School District,780,970,0,Cleburne County School District,"141 Davenport Drive, Heflin, AL, 36264",https://www.cleburneschools.net/,0.8,65a603f5c769fa16f65914da
Goochland,VA,37.7188141,-77.9176263,24727,75,5,Goochland County,,50,6,Goochland County,"1800 Sandy Hook Rd, Goochland, VA 23063, USA",https://www.goochlandva.us/,0.7714285714285715,6542a321a129cb65b87a7f23
Los Angeles,CA,34.0193936,-118.4108248,3898747,,9,Los Angeles city,44000,160,25,City of Los Angeles,"200 N Spring St, Los Angeles, CA 90012, USA",https://lacity.gov,0.6666666666666667,6542a337a129cb65b87ab1f9
Polk,AR,34.4909149,-94.2308841,19221,113,7,Polk County,,50,6,Polk County,"507 Church Ave, Mena, AR 71953, USA",https://portal.arkansas.gov/counties/polk/,1.0,65a603f5c769fa16f6591538
Adams,CO,39.8743252,-104.3318718,519572,1,8,Adams County,,50,6,Adams County,"4430 S Adams County Pkwy, Brighton, CO 80601, USA",https://adcogov.org,1.0,6542a2e8a129cb65b87a0085
Allouez,WI,44.472257,-88.0262368,14156,,3,Allouez village,1150,160,47,Village of Allouez,"1900 Libal St, Allouez, WI 54301, USA",https://www.villageofallouezwi.gov/,0.7,6542a2eaa129cb65b87a03fd
Andalusia,AL,31.3094363,-86.4780311,8805,,6,Andalusia city,1708,160,25,City of Andalusia,"505 E 3 Notch St, Andalusia, AL 36420, USA",http://cityofandalusia.com,0.7037037037037037,6542a2eaa129cb65b87a05e1
Grand Rapids,MI,42.961156,-85.6555701,198917,,3,Grand Rapids city,34000,160,25,City of Grand Rapids,,https://www.grandrapidsmi.gov/,0.6829268292682926,6542a322a129cb65b87a80d7
Perry,AL,32.6390053,-87.2938269,8511,105,6,Perry County,,50,6,Perry County,"300 Washington St, Marion, AL 36756, USA",https://www.perrycountyal.gov/,0.8064516129032258,6542a34aa129cb65b87ad2ef
Alton,TX,26.288775,-98.3105809,18198,,7,Alton city,2212,160,25,City of Alton,"509 S Alton Blvd, Alton, TX 78573, USA",https://www.alton-tx.gov/,0.76,6542a2e8a129cb65b87a01bd
Marion,SC,34.1786584,-79.3956587,6448,,5,Marion city,44575,160,25,City of Marion,"107 S Main St, Marion, SC 29571, USA",http://www.marionsc.gov/,0.7916666666666666,6542a2e8a129cb65b87a03af
Cross,AR,35.2856921,-90.7639835,16833,37,7,Cross County,,50,6,Cross County,"21 Co Rd 215, Cherry Valley, AR 72324, USA",https://www.crosscountyar.org/,0.8333333333333334,65a603f5c769fa16f6591512
Amelia,VA,37.3319271,-77.9774619,13265,7,5,Amelia County,,50,6,Amelia County,"16360 Dunn Rd # 103, Amelia Court House, VA 23002, USA",https://www.ameliacova.com/,0.7777777777777778,6542a36da129cb65b87b2b85
Northwest Arctic Borough School District,AK,66.7633378,-161.3965588,1911,,9,Northwest Arctic Borough School District,625,970,0,Northwest Arctic Borough School District,"776 Third Ave, Kotzebue, AK, 99752",https://www.nwarctic.org/,0.72,65a603f5c769fa16f65914ca
Lincoln,AR,33.9563846,-91.742355,12941,79,7,Lincoln County,,50,6,Lincoln County,,https://portal.arkansas.gov/counties/lincoln/,1.0,65a603f5c769fa16f6591528
Cabot,AR,34.9751059,-92.0282877,26569,,7,Cabot city,10300,160,25,City of Cabot,"101 N 2nd St Suite A, Cabot, AR 72023, USA",http://www.cabotar.gov/,0.75,6542a2e8a129cb65b87a01bd
West Bloomfield,MI,42.5666956,-83.3870949,65888,125,3,West Bloomfield charter township,85480,60,49,Charter Township of West Bloomfield,"4550 Walnut Lake Rd, West Bloomfield Township, MI 48323, USA",http://wbtownship.org/,0.6818181818181819,6542a36fa129cb65b87b302f
Williamsburg,SC,33.6264617,-79.716474,31026,89,5,Williamsburg County,,50,6,Williamsburg County,"201 W Main St, Kingstree, SC 29556, USA",https://www.williamsburgcounty.sc.gov/,0.7631578947368421,6542a371a129cb65b87b362e
Aleutian Region School District,AK,53.862224,-166.0507063,16,,9,Aleutian Region School District,10,970,0,Aleutian Region School District,"118 E International Airport Rd, Anchorage, AK, 99518",http://www.aleutregion.org,0.7428571428571429,65a603f5c769fa16f659127c
Decatur City School District,AL,34.5816684,-86.9862055,8745,,6,Decatur City School District,1170,970,0,Decatur City School District,"212 4th Ave SE, Decatur, AL, 35601",https://www.dcs.edu/,1.0,65a603f5c769fa16f65914e8
Arkansas,AR,34.8955256,-92.4446262,3011524,,7,Arkansas,,40,0,Arkansas,,https://portal.arkansas.gov/,1.0,65a603f5c769fa16f6591531
Meggett,SC,32.6896589,-80.2575847,1390,,5,Meggett town,45790,160,43,Town of Meggett,"4776 SC-165, Hollywood, SC 29449, USA",https://www.townofmeggettsc.org/,0.8421052631578947,6542a33da129cb65b87abf35
Simpsonville,SC,34.7285375,-82.2563771,23354,,5,Simpsonville city,66580,160,25,City of Simpsonville,"118 NE Main St, Simpsonville, SC 29681, USA",https://www.simpsonville.com/,0.8529411764705882,6542a35da129cb65b87b0936
Stoneham,MA,42.4742082,-71.0976654,23244,17,1,Stoneham town,67665,60,43,Town of Stoneham,,https://www.stoneham-ma.gov/,0.7142857142857143,6542a2e8a129cb65b87a01bd
Opelika,AL,32.6613899,-85.3763247,30995,,6,Opelika city,57048,160,25,City of Opelika,"204 S 7th St, Opelika, AL 36801, USA",https://www.opelika-al.gov/,0.7407407407407407,6542a2e8a129cb65b87a01bd
Geneva County School District,AL,31.0976041,-85.7850934,2784,,6,Geneva County School District,1660,970,0,Geneva County School District,"606 S Academy St, Geneva, AL, 36340",https://www.genevacountyschools.com/,0.6666666666666667,65a603f5c769fa16f65912a7
Alexander City,AL,32.9272402,-85.937122,14843,,6,Alexander City city,1132,160,25,City of Alexander City,"281 James D, Nabors Dr, Alexander City, AL 35010, USA",https://www.alexandercityal.gov,0.8064516129032258,6542a2e8a129cb65b87a0304
Lakewood,CO,39.6989385,-105.1175735,155984,,8,Lakewood city,43000,160,25,City of Lakewood,"480 S Allison Pkwy, Lakewood, CO 80226, USA",http://www.lakewood.org/,0.6923076923076923,6596ece9280c2e17d827a131
North Myrtle Beach,SC,33.8024705,-78.7516273,18790,,5,North Myrtle Beach city,51280,160,25,City of North Myrtle Beach,"1018 2nd Ave S, North Myrtle Beach, SC 29582, USA",https://www.nmb.us/,1.0,6542a34ca129cb65b87ad6d5
Pittsylvania,VA,36.8217206,-79.3985019,60501,143,5,Pittsylvania County,,50,6,Pittsylvania County,"1 Center St, Chatham, VA 24531, USA",http://www.pittsylvaniacountyva.gov,0.6571428571428571,6542a322a129cb65b87a8270
Pulaski,VA,37.0633853,-80.7134439,33800,155,5,Pulaski County,,50,6,Pulaski County,"143 3rd St NW #1, Pulaski, VA 24301, USA",http://www.pulaskicounty.org/,0.935483870967742,6542a357a129cb65b87af057
Homer,AK,59.6475029,-151.5130952,5522,,9,Homer city,33140,160,25,City of Homer,"491 E Pioneer Ave, Homer, AK 99603, USA",https://www.cityofhomer-ak.gov/,0.9117647058823529,65a603f5c769fa16f659121a
Craighead,AR,35.8277285,-90.6314213,111231,31,7,Craighead County,,50,6,Craighead County,,https://craigheadcountyar.gov,0.8529411764705882,65a603f5c769fa16f659150f
Auburn,AL,32.607722,-85.4895446,76143,,6,Auburn city,3076,160,25,City of Auburn,"144 Tichenor Ave, Auburn, AL 36830, USA",http://www.auburnalabama.org/,0.8055555555555556,6542a2eca129cb65b87a0ae6
Austin,TX,30.3011573,-97.7526951,961855,,7,Austin city,5000,160,25,City of Austin,"301 W 2nd St, Austin, TX 78701, USA",https://www.austintexas.gov,0.7941176470588236,6542a2eda129cb65b87a0bd2
Henrico,VA,37.4375205,-77.300333,334389,87,5,Henrico County,,50,6,Henrico County,"3820 Nine Mile Rd, Richmond, VA 23223, USA",https://henrico.gov,0.6818181818181819,6542a316a129cb65b87a5e2d
Raleigh,NC,35.8302035,-78.641493,467665,,5,Raleigh city,55000,160,25,City of Raleigh,,https://raleighnc.gov,0.7241379310344828,6542a357a129cb65b87af186
